respondent_id,campus,studyfield,branch,role,edulevel,proglang,databases,platform,webframework,industry,allsearch,aitool,employment
26143,Nelson Mandela Bay Campus,Computer Science,I am learning to code,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Go;HTML/CSS;JavaScript;Lua;Python;Rust,Cloud Firestore;Firebase Realtime Database;PostgreSQL,Cloudflare;Firebase;Google Cloud;OVH;Vercel,Django;Flask;WordPress,Healthcare,none,Adrenaline;Synk Code;Whispr AI,"Student, part-time"
26144,Durban,Computer Science,I am a developer by profession,"Developer, desktop or enterprise applications",Some college/university study without earning a degree,Assembly;Bash/Shell (all shells);C++;Python;Rust,PostgreSQL,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Linode, now Akamai;Vultr",none,Other,ChatGPT;WolframAlpha,AWS CodeWhisperer;Whispr AI,"Employed, full-time"
26144,Durban,Computer Science,I am a developer by profession,"Developer, desktop or enterprise applications",Some college/university study without earning a degree,Assembly;Bash/Shell (all shells);C++;Python;Rust,PostgreSQL,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Linode, now Akamai;Vultr",none,Other,ChatGPT;WolframAlpha,AWS CodeWhisperer;Whispr AI,"Student, part-time"
26149,Durban,Computer Science,I am a developer by profession,Student,Some college/university study without earning a degree,C#;C++;JavaScript;PHP;PowerShell;Python;SAS;SQL;VBA,Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Flask;Node.js;Vue.js,Oil & Gas,ChatGPT,GitHub Copilot;Synk Code,"Employed, full-time"
26149,Durban,Computer Science,I am a developer by profession,Student,Some college/university study without earning a degree,C#;C++;JavaScript;PHP;PowerShell;Python;SAS;SQL;VBA,Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Flask;Node.js;Vue.js,Oil & Gas,ChatGPT,GitHub Copilot;Synk Code,"Student, full-time"
26149,Durban,Computer Science,I am a developer by profession,Student,Some college/university study without earning a degree,C#;C++;JavaScript;PHP;PowerShell;Python;SAS;SQL;VBA,Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Flask;Node.js;Vue.js,Oil & Gas,ChatGPT,GitHub Copilot;Synk Code,"Student, part-time"
26150,Midrand Campus,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;SQL,Microsoft Access;Microsoft SQL Server;MySQL,Firebase,Angular;ASP.NET;Gatsby;jQuery;React,Insurance,ChatGPT,AWS CodeWhisperer;Mintlify,"Employed, full-time"
26152,Midrand Campus,IT,I am a developer by profession,"Developer, game or graphics","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;C++,SQLite,Google Cloud,none,Other,none,GitHub Copilot;Mintlify;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
26159,Nelson Mandela Bay Campus,IT,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;R,none,Amazon Web Services (AWS);Digital Ocean;Google Cloud,none,Financial Services,ChatGPT;WolframAlpha,AWS CodeWhisperer;Rubber Duck.AI,"Employed, full-time"
26159,Nelson Mandela Bay Campus,IT,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;R,none,Amazon Web Services (AWS);Digital Ocean;Google Cloud,none,Financial Services,ChatGPT;WolframAlpha,AWS CodeWhisperer;Rubber Duck.AI,"Student, part-time"
26168,Durban,Computer Science,I am a developer by profession,unknown,Something else,Go;JavaScript;Python,MongoDB;MySQL;PostgreSQL;Redis;SQLite,Cloudflare,Django;FastAPI;Vue.js,Legal Services,ChatGPT,Adrenaline;GitHub Copilot;Tabnine,"Student, part-time"
26169,Midrand Campus,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;Python,BigQuery;MySQL,Amazon Web Services (AWS);Google Cloud;IBM Cloud Or Watson,none,"Manufacturing, Transportation, or Supply Chain",none,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
26169,Midrand Campus,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;Python,BigQuery;MySQL,Amazon Web Services (AWS);Google Cloud;IBM Cloud Or Watson,none,"Manufacturing, Transportation, or Supply Chain",none,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Student, full-time"
26172,Durban,IT,"I used to be a developer by profession, but no longer am","Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript;Visual Basic (.Net),Cassandra;Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Firebase,Angular;AngularJS;Node.js;Spring Boot;WordPress,Retail and Consumer Services,Bing AI;ChatGPT,Synk Code;Tabnine,"Employed, full-time"
26175,Durban,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",System administrator,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PowerShell;SQL,Microsoft SQL Server,Microsoft Azure;Vultr,none,Insurance,none,AWS CodeWhisperer,"Employed, full-time"
26176,Durban,IT,I am a developer by profession,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;Redis,none,ASP.NET CORE;jQuery;React,Other,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Whispr AI,"Employed, full-time"
26179,Durban,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Solidity;SQL;TypeScript,H2;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Vercel,Angular;Django;Express;FastAPI;Flask;NestJS;Node.js;Qwik;React;Spring Boot,Healthcare,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer,"Employed, full-time"
26179,Durban,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Solidity;SQL;TypeScript,H2;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Vercel,Angular;Django;Express;FastAPI;Flask;NestJS;Node.js;Qwik;React;Spring Boot,Healthcare,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer,"Independent contractor, freelancer, or self-employed"
26182,Midrand Campus,Computer Science,I am learning to code,unknown,Some college/university study without earning a degree,C;C++;Dart;HTML/CSS;Java;JavaScript;Python;TypeScript,Cloud Firestore;MongoDB,Digital Ocean;Firebase;Google Cloud;Vercel,Deno;Express;Lit;Next.js;Node.js;React,Advertising Services,Bing AI;ChatGPT;Google Bard AI;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Student, full-time"
26185,Nelson Mandela Bay Campus,Computer Science,I code primarily as a hobby,Other (please specify):,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python;Ruby,SQLite,none,Ruby on Rails,"Manufacturing, Transportation, or Supply Chain",none,GitHub Copilot;Mintlify;Replit Ghostwriter,"Employed, full-time"
26191,Durban,Data Science,I am a developer by profession,"Developer, back-end","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Java;JavaScript;TypeScript,none,Amazon Web Services (AWS),none,Wholesale,none,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
26195,Durban,Computer Science,I code primarily as a hobby,Other (please specify):,Some college/university study without earning a degree,HTML/CSS;JavaScript;Python,Cloud Firestore;MongoDB;SQLite,Amazon Web Services (AWS);Firebase;Heroku;Oracle Cloud Infrastructure (OCI),Flask;Node.js;WordPress,Financial Services,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
26195,Durban,Computer Science,I code primarily as a hobby,Other (please specify):,Some college/university study without earning a degree,HTML/CSS;JavaScript;Python,Cloud Firestore;MongoDB;SQLite,Amazon Web Services (AWS);Firebase;Heroku;Oracle Cloud Infrastructure (OCI),Flask;Node.js;WordPress,Financial Services,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Student, full-time"
26197,Nelson Mandela Bay Campus,Computer Science,I code primarily as a hobby,Educator,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C++;JavaScript;Kotlin;Lua;Python,SQLite,none,jQuery,Insurance,ChatGPT,AWS CodeWhisperer;Rubber Duck.AI,"Employed, full-time"
26199,Nelson Mandela Bay Campus,Data Science,I am learning to code,"Developer, QA or test","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Python,MySQL,none,FastAPI;Flask,Healthcare,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
26203,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;Dart;Go,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Digital Ocean,ASP.NET CORE;Blazor,Financial Services,Bing AI;ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot,"Employed, full-time"
26211,Durban,Data Science,I am learning to code,unknown,Something else,HTML/CSS;JavaScript;PowerShell,MySQL,Netlify,WordPress,Healthcare,ChatGPT,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Student, part-time"
26212,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;SQL,BigQuery;Cloud Firestore;Cosmos DB;Couchbase;Microsoft SQL Server;Oracle,Amazon Web Services (AWS);Firebase;Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;Express;jQuery;NestJS;React;Vue.js,Insurance,ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine,"Employed, full-time"
26214,Durban,Computer Science,I am a developer by profession,Security professional,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Crystal;Go;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Visual Basic (.Net),BigQuery;Cloud Firestore;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;Redis;Snowflake,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;IBM Cloud Or Watson;Microsoft Azure;Netlify;OpenStack;Oracle Cloud Infrastructure (OCI),Angular;ASP.NET;Express;Fastify;Phoenix;Play Framework;React;Remix;Spring Boot;Symfony;WordPress,Other,Google Bard AI;Metaphor;Neeva AI;Phind;Quora Poe;WolframAlpha;You.com,AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
26218,Midrand Campus,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Marketing or sales professional,Some college/university study without earning a degree,Elixir;Lisp;Python,MySQL;PostgreSQL;Snowflake,none,Node.js;Phoenix,Other,ChatGPT,Favorable,"Employed, full-time"
26219,Midrand Campus,Computer Science,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Go;JavaScript;Lua;PHP;PowerShell;Python;R;Rust;Solidity;SQL;Swift;TypeScript,Cloud Firestore;Cosmos DB;Dynamodb;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;IBM Cloud Or Watson;Netlify;OVH;Vercel,ASP.NET CORE;Blazor;Deno;Express;FastAPI;jQuery;Lit;Next.js;Node.js;React,Healthcare,Bing AI;ChatGPT;Google Bard AI,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
26220,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Scala;SQL;TypeScript,Cassandra;Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS),Express;Node.js;Spring Boot,Financial Services,Bing AI;ChatGPT,AWS CodeWhisperer,"Independent contractor, freelancer, or self-employed"
26228,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript;Kotlin;TypeScript,MySQL;PostgreSQL,Amazon Web Services (AWS);Google Cloud,Django;Laravel;Next.js;React;WordPress,Wholesale,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
26229,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,Engineering manager,"Associate degree (A.A., A.S., etc.)",HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,MySQL;PostgreSQL,Amazon Web Services (AWS);Digital Ocean,CodeIgniter;Laravel;React;WordPress,Financial Services,ChatGPT,Tabnine,"Employed, full-time"
26234,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;SQL,Oracle;PostgreSQL;Redis,Digital Ocean,Spring Boot,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Tabnine,"Employed, full-time"
26234,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;SQL,Oracle;PostgreSQL;Redis,Digital Ocean,Spring Boot,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Tabnine,"Independent contractor, freelancer, or self-employed"
26245,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C++;Python,none,none,none,Other,none,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
26248,Durban,Data Science,I am a developer by profession,"Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);C;C#;C++;VBA,none,none,none,Oil & Gas,none,Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine,"Employed, full-time"
26249,Midrand Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;TypeScript,Firebase Realtime Database;MongoDB,Amazon Web Services (AWS);Firebase;Netlify;Vercel,Express;Next.js;Node.js;React,Wholesale,Bing AI;ChatGPT,Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
26254,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB,Microsoft Azure,Express;React,Insurance,Bing AI,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Employed, full-time"
26254,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB,Microsoft Azure,Express;React,Insurance,Bing AI,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Independent contractor, freelancer, or self-employed"
26254,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB,Microsoft Azure,Express;React,Insurance,Bing AI,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Student, part-time"
26262,Durban,Data Science,I am learning to code,Student,Some college/university study without earning a degree,C;C++;HTML/CSS;Java;JavaScript;Python,MongoDB,none,Express;Node.js;React,Wholesale,ChatGPT,GitHub Copilot;Replit Ghostwriter;Whispr AI,"Not employed, but looking for work"
26262,Durban,Data Science,I am learning to code,Student,Some college/university study without earning a degree,C;C++;HTML/CSS;Java;JavaScript;Python,MongoDB,none,Express;Node.js;React,Wholesale,ChatGPT,GitHub Copilot;Replit Ghostwriter;Whispr AI,"Student, full-time"
26267,Midrand Campus,Data Science,I am a developer by profession,"Engineer, site reliability","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;Python;SQL,MySQL;PostgreSQL,none,Django;FastAPI;Flask,Wholesale,none,AWS CodeWhisperer,"Employed, full-time"
26269,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,Research & Development role,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;HTML/CSS;PHP;Python;SQL,Firebase Realtime Database;MySQL;PostgreSQL,Amazon Web Services (AWS);Firebase;VMware,none,Retail and Consumer Services,Bing AI;ChatGPT;You.com,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
26274,Midrand Campus,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java;Python,Microsoft SQL Server;PostgreSQL,Google Cloud,Django;Spring Boot,Healthcare,Bing AI;ChatGPT;Google Bard AI,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Employed, full-time"
26279,Midrand Campus,IT,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL,Microsoft SQL Server;Oracle;SQLite,Amazon Web Services (AWS),Angular;AngularJS;ASP.NET;Django;Drupal;Flask;Node.js,"Information Services, IT, Software Development, or other Technology",Bing AI;ChatGPT,Synk Code;Tabnine,"Employed, full-time"
26284,Midrand Campus,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C;C++;Python;Rust,none,none,none,Other,none,AWS CodeWhisperer;Tabnine,"Employed, full-time"
26290,Durban,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",unknown,Some college/university study without earning a degree,Bash/Shell (all shells);C;C++;Lua;Python;Rust,none,none,none,Insurance,none,AWS CodeWhisperer;Tabnine,"Student, full-time"
26291,Durban,IT,I am a developer by profession,"Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;Python;SQL,Oracle;PostgreSQL,Digital Ocean;Netlify,Django;Express;React,Other,ChatGPT;Phind;WolframAlpha,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
26295,Nelson Mandela Bay Campus,IT,I code primarily as a hobby,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript;Python,none,none,none,Healthcare,none,AWS CodeWhisperer;Mintlify,"Student, part-time"
26300,Durban,IT,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;SQL,Oracle;SQLite,none,Flask;jQuery,"Manufacturing, Transportation, or Supply Chain",none,Favorable,"Employed, full-time"
26304,Durban,IT,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Java;Rust;TypeScript,none,Microsoft Azure,React;Spring Boot,"Manufacturing, Transportation, or Supply Chain",none,Adrenaline;Mintlify,"Employed, full-time"
26307,Durban,Data Science,I am a developer by profession,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript,none,Amazon Web Services (AWS),React,Healthcare,ChatGPT,GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
26309,Midrand Campus,Computer Science,I am a developer by profession,"Developer, game or graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;PHP;SQL,InfluxDB;MariaDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;OVH,Angular;AngularJS;ASP.NET;ASP.NET CORE;jQuery;Next.js;Node.js;Vue.js,Retail and Consumer Services,ChatGPT;Google Bard AI,GitHub Copilot;Synk Code;Whispr AI,"Employed, full-time"
26312,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Dynamodb;Elasticsearch;Firebase Realtime Database;InfluxDB;MongoDB;MySQL;PostgreSQL;Redis;Supabase,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;IBM Cloud Or Watson;Microsoft Azure;Netlify;Vercel,Django;Express;Next.js;Node.js;React,Healthcare,none,Mintlify;Tabnine,"Employed, full-time"
26316,Durban,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Java;Rust,Elasticsearch;H2;MariaDB;MongoDB,none,Spring Boot,Financial Services,none,Adrenaline;AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
26328,Durban,Computer Science,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Cloudflare;Hetzner;IBM Cloud Or Watson;VMware,Django;FastAPI;Fastify;Flask;jQuery;Nuxt.js;Vue.js;WordPress,Higher Education,ChatGPT;WolframAlpha;You.com,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
26328,Durban,Computer Science,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Cloudflare;Hetzner;IBM Cloud Or Watson;VMware,Django;FastAPI;Fastify;Flask;jQuery;Nuxt.js;Vue.js;WordPress,Higher Education,ChatGPT;WolframAlpha;You.com,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Student, full-time"
26330,Midrand Campus,Computer Science,"I used to be a developer by profession, but no longer am","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",none,Microsoft SQL Server;MongoDB;MySQL,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Heroku,Django,Legal Services,ChatGPT;Google Bard AI;WolframAlpha;You.com,GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
26334,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;R;Rust;SQL;TypeScript,PostgreSQL;Redis,Google Cloud;Hetzner;Microsoft Azure,Node.js;React;Spring Boot;Svelte;Vue.js,Higher Education,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI,"Employed, full-time"
26335,Midrand Campus,Data Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Cassandra;H2;Oracle;PostgreSQL;Redis,none,none,"Manufacturing, Transportation, or Supply Chain",none,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
26336,Midrand Campus,IT,I code primarily as a hobby,unknown,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;Bash/Shell (all shells);C;C++;Dart;GDScript;HTML/CSS;JavaScript;Kotlin;MATLAB;Python;Rust,PostgreSQL,Firebase;Vultr,none,Higher Education,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Student, part-time"
26338,Durban,Computer Science,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,C++;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,PostgreSQL,Netlify,Django;Node.js;React;WordPress,Insurance,none,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
26344,Durban,IT,I am learning to code,unknown,Something else,Swift,Firebase Realtime Database,none,none,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Student, full-time"
26349,Durban,Computer Science,"I used to be a developer by profession, but no longer am","Senior Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Prolog;Python,none,none,Node.js;React,Advertising Services,ChatGPT,GitHub Copilot;Tabnine,"Employed, full-time"
26350,Midrand Campus,Data Science,I am learning to code,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;PHP;SQL,MySQL,none,none,"Manufacturing, Transportation, or Supply Chain",none,Adrenaline;GitHub Copilot;Synk Code,"Student, full-time"
26355,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;C++;JavaScript;SQL;VBA;Visual Basic (.Net),Microsoft Access;Microsoft SQL Server,none,ASP.NET;ASP.NET CORE;Blazor;WordPress,Oil & Gas,ChatGPT,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
26358,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;Java;PowerShell;Python,Dynamodb;PostgreSQL,Amazon Web Services (AWS),none,Retail and Consumer Services,none,AWS CodeWhisperer;GitHub Copilot,"Employed, full-time"
26359,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL;Snowflake,Amazon Web Services (AWS),Angular;Flask;React,Healthcare,ChatGPT,GitHub Copilot;Mintlify;Tabnine,"Employed, full-time"
26360,Durban,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL,Dynamodb;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE;Node.js;Vue.js,Healthcare,none,AWS CodeWhisperer,"Employed, full-time"
26363,Durban,IT,None of these,unknown,NA,none,none,none,none,Advertising Services,none,AWS CodeWhisperer;Synk Code;Whispr AI,unknown
26364,Durban,Data Science,I code primarily as a hobby,unknown,Some college/university study without earning a degree,Delphi;HTML/CSS;JavaScript;PHP;SQL;VBA;Visual Basic (.Net),MariaDB;Microsoft SQL Server;MySQL;SQLite,none,jQuery;WordPress,Oil & Gas,none,GitHub Copilot;Mintlify,Retired
